VFG035810(gb|WP_001142963)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013418(gb|WP_005694260)
VFG013419(gb|WP_011272430)
VFG013420(gb|WP_012054458)
VFG013421(gb|WP_005630454)
VFG013171(gb|WP_012341650)
VFG013422(gb|WP_010945115)
VFG013513(gb|WP_005694655)
VFG013514(gb|WP_011272587)
VFG013515(gb|WP_011961967)
VFG013517(gb|WP_011608883)
VFG013183(gb|WP_012340374)
VFG013516(gb|WP_010944247)
VFG013465(gb|WP_005693586)
VFG013468(gb|WP_011962004)
VFG013466(gb|WP_005654784)
VFG013467(gb|WP_005687765)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013469(gb|WP_010944797)
VFG013481(gb|WP_041604195)
VFG013181(gb|WP_012340544)
VFG007659(gb|WP_011261022)
VFG007658(gb|WP_011149273)
VFG005865(gb|WP_002262524)
VFG005872(gb|WP_002982024)
VFG005879(gb|WP_011018342)
VFG005871(gb|WP_002991444)
VFG000964(gb|WP_010922799)
VFG005875(gb|WP_011889256)
VFG005874(gb|WP_002986125)
VFG013327(gb|WP_010869047)
VFG013330(gb|WP_012055210)
VFG013329(gb|WP_005685920)
VFG013328(gb|WP_011272203)
VFG013333(gb|WP_011609815)
VFG013160(gb|WP_012340926)
VFG043004(gb|ZP_07361439)
VFG042386(gb|AAC44560)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG050443(gb|WP_000993715.1)
VFG050447(gb|WP_020753494.1)
VFG050449(gb|WP_000993719.1)
VFG013761(gb|WP_003152762)
VFG013762(gb|WP_003141352)
