VFG043608(gb|WP_000682783)
VFG013266(gb|WP_011271949)
VFG013242(gb|WP_005693863)
VFG013244(gb|WP_005687511)
VFG013243(gb|WP_011271802)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG006072(gb|WP_002902060)
VFG018675(gb|WP_041789920)
VFG005375(gb|WP_000078846)
VFG005376(gb|WP_000078847)
VFG005389(gb|WP_011836739)
VFG018657(gb|WP_012000387)
VFG043590(gb|AAL13053)
VFG019097(gb|WP_129559156)
VFG005652(gb|WP_014632427)
VFG005195(gb|WP_000006705)
VFG005197(gb|WP_000006706)
VFG043004(gb|ZP_07361439)
VFG043003(gb|ZP_07361438)
VFG043005(gb|ZP_07361440)
VFG000331(gb|WP_005693548)
VFG013431(gb|WP_005656815)
VFG013433(gb|WP_011962021)
VFG013435(gb|WP_041604091)
VFG013173(gb|WP_012341733)
VFG043001(gb|ABG47035)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013513(gb|WP_005694655)
VFG013514(gb|WP_011272587)
VFG013515(gb|WP_011961967)
VFG013517(gb|WP_011608883)
VFG013183(gb|WP_012340374)
VFG013516(gb|WP_010944247)
VFG007659(gb|WP_011261022)
VFG007658(gb|WP_011149273)
VFG005865(gb|WP_002262524)
VFG005872(gb|WP_002982024)
VFG005879(gb|WP_011018342)
VFG005871(gb|WP_002991444)
VFG000964(gb|WP_010922799)
VFG005875(gb|WP_011889256)
VFG005874(gb|WP_002986125)
VFG013327(gb|WP_010869047)
VFG013330(gb|WP_012055210)
VFG013329(gb|WP_005685920)
VFG013328(gb|WP_011272203)
VFG013333(gb|WP_011609815)
VFG013160(gb|WP_012340926)
VFG005488(gb|WP_011836924)
VFG042386(gb|AAC44560)
